,name,source,RT_Amide6min,IsomericSMILES,RT
1368,1369,zhulab,81.98,CN(C)CCC1=CC=C(C=C1)O,1.3663333333333334
1369,1370,zhulab,66.8,OC[C@@H](O)[C@H](O)C(=O)CO,1.1133333333333333
1370,1371,zhulab,262.0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N,4.366666666666666
1371,1372,zhulab,112.32,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.8719999999999999
1373,1374,zhulab,205.54,C/C(=C\C(=O)O)/C(=O)O,3.4256666666666664
1374,1375,zhulab,182.11,C([C@@H]([C@H](C(=O)O)O)O)O,3.035166666666667
1375,1376,zhulab,72.42,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O,1.207
1376,1377,zhulab,179.28,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O,2.988
1377,1378,zhulab,238.04,C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H](O)[C@@H]1O,3.9673333333333334
1378,1379,zhulab,108.98,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,1.8163333333333334
1379,1380,zhulab,76.57,CCCCCC(O)C=CC1C(O)CC2OC(CC12)=CCCCC(O)=O,1.2761666666666664
1380,1381,zhulab,246.19,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,4.103166666666667
1381,1382,zhulab,233.42,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,3.890333333333333
1382,1383,zhulab,232.99,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)COP(=O)(O)O)O,3.883166666666667
1383,1384,zhulab,218.44,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O,3.6406666666666667
1385,1386,zhulab,263.46,C(C1(C(C(C(O1)(OP(O)(O)=O)[H])(O)[H])(O)[H])[H])OP(O)(O)=O,4.391
1386,1387,zhulab,170.08,OCC(O)C(O)C(O)C(O)CO,2.8346666666666667
1387,1388,zhulab,246.63,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,4.1105
1388,1389,zhulab,191.61,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3.1935000000000002
1389,1390,zhulab,264.02,C1=C(NC=N1)C[C@@H](COP(=O)(O)O)N,4.400333333333333
1390,1391,zhulab,113.2,CC(=O)CC(=O)O,1.8866666666666667
1391,1392,zhulab,191.92,NC(CCC(=O)NC(CC1=CC=CC=C1)C(O)=O)C(O)=O,3.1986666666666665
1392,1393,zhulab,199.94,CSCCC(C(=O)O)NC(=O)CCC(C(=O)O)N,3.332333333333333
1393,1394,zhulab,239.32,CC1OC(OP(O)(O)=O)C(O)C(O)C1O,3.9886666666666666
1394,1395,zhulab,206.03,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,3.4338333333333333
1395,1396,zhulab,67.98,[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,1.133
1396,1397,zhulab,98.47,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,1.6411666666666667
1397,1398,zhulab,244.37,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,4.0728333333333335
1398,1399,zhulab,104.97,[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,1.7495
1399,1400,zhulab,256.72,C(C[C@@H](C(=O)O)N)CN=C(N)NO,4.278666666666667
1400,1401,zhulab,166.84,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,2.780666666666667
1401,1402,zhulab,71.17,C1=NC(=C(N1)C(=O)N)N,1.1861666666666666
1402,1403,zhulab,87.9,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,1.465
1403,1404,zhulab,248.03,C(COP(=O)(O)O)[C@@H](C(=O)O)N,4.1338333333333335
1404,1405,zhulab,176.04,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O,2.9339999999999997
1405,1406,zhulab,223.39,CC(=O)[C@H]([C@@H](COP(=O)(O)O)O)O,3.7231666666666663
1406,1407,zhulab,85.15,C([C@H]([C@H](CO)O)O)O,1.4191666666666667
1407,1408,zhulab,228.43,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,3.807166666666667
1408,1409,zhulab,192.28,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,3.2046666666666668
1409,1410,zhulab,242.51,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,4.041833333333333
1410,1411,zhulab,88.87,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,1.4811666666666667
1411,1412,zhulab,224.8,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC(O)C(O)C(O)C=O)C(O)C3O,3.746666666666667
1412,1413,zhulab,190.4,OC1CC(O)(CC(O)C1O)C(=O)O,3.1733333333333333
1413,1414,zhulab,215.33,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,3.5888333333333335
1414,1415,zhulab,247.79,C[C@@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,4.129833333333333
1415,1416,zhulab,241.1,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,4.0183333333333335
1417,1418,zhulab,228.95,C([C@@H](COP(=O)(O)O)O)O,3.815833333333333
1418,1419,zhulab,234.86,C[C@@](CCOP(=O)(O)O)(CC(=O)O)O,3.9143333333333334
1419,1420,zhulab,172.27,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,2.871166666666667
1420,1421,zhulab,146.19,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,2.4365
1421,1422,zhulab,226.42,C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,3.7736666666666663
1422,1423,zhulab,244.91,C(C(=O)O)OP(=O)(O)O,4.081833333333333
1423,1424,zhulab,63.57,O[C@@H]1COC(=O)[C@H](O)[C@@H](O)[C@H]1O,1.0595
1424,1425,zhulab,161.92,C[N+]1=CC=CC(=C1)C(=O)[O-],2.6986666666666665
1425,1426,zhulab,171.8,C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O,2.8633333333333337
1426,1427,zhulab,163.31,CC(=O)NCCC(=O)O,2.7218333333333335
1427,1428,zhulab,161.68,CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)(O)O)N)O,2.694666666666667
1429,1430,zhulab,134.24,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.2373333333333334
1430,1431,zhulab,132.03,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.2005
1431,1432,zhulab,110.64,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],1.844
1432,1433,zhulab,98.54,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],1.6423333333333334
1433,1434,zhulab,73.52,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.2253333333333332
1434,1435,zhulab,81.14,CC(CCC(=O)O)(C1(CCC2(C3(CC(C4(CC(CCC4(C)C3(CCC12C)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H],1.3523333333333334
1435,1436,zhulab,63.82,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.0636666666666668
1436,1437,zhulab,123.82,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,2.0636666666666668
1437,1438,zhulab,221.66,C1C2(C(C(C(N3C=NC4=C(C3=N)N=CN4C5(C(C(C(COP(O)(=O)OP(O)(=O)O1)(O5)[H])(O)[H])(O)[H])[H])(O2)[H])(O)[H])(O)[H])[H],3.6943333333333332
1439,1440,zhulab,256.46,C(C(C(=O)O)(N=C(C1=C(N)N(C=N1)C2(C(C(C(COP(O)(O)=O)(O2)[H])(O)[H])(O)[H])[H])O)[H])C(=O)O,4.274333333333333
1440,1441,zhulab,217.46,C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O,3.6243333333333334
1441,1442,zhulab,212.18,C(C(C(=O)O)(NC1=C2C(=NC=N1)N(C=N2)C3(C(C(C(CO)(O3)[H])(O)[H])(O)[H])[H])[H])C(=O)O,3.5363333333333333
1442,1443,zhulab,192.35,CCCCCCCC/C=C/CCCCCCCCCC(=O)O,3.205833333333333
1445,1446,zhulab,258.2,C(CCN)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,4.303333333333333
1446,1447,zhulab,90.37,C1CC1(C(=O)O)N,1.5061666666666667
1447,1448,zhulab,208.32,CCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,3.472
1448,1449,zhulab,210.56,CC(=O)N[C@@H](CCCCN)C(O)=O,3.509333333333333
1449,1450,zhulab,113.77,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1.8961666666666666
1451,1452,zhulab,137.47,C[C@H](CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.291166666666667
1452,1453,zhulab,87.71,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1.4618333333333333
1453,1454,zhulab,156.37,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)OS(=O)(=O)O)O)C,2.6061666666666667
1454,1455,zhulab,80.58,C[C@H](CC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.343
1455,1456,zhulab,125.85,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.0974999999999997
1458,1459,zhulab,70.07,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)C,1.1678333333333333
1459,1460,zhulab,105.9,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.7650000000000001
1460,1461,zhulab,194.3,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)O)O)C,3.2383333333333337
1461,1462,zhulab,183.52,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)O)C,3.058666666666667
1463,1464,zhulab,83.36,C[C@H](CCC(=O)O)[C@H]1CCC2=C3CC[C@@H]4C[C@@H](CC[C@@]4([C@H]3C[C@@H]([C@]12C)O)C)O,1.3893333333333333
1464,1465,zhulab,142.29,[H][C@@]12[C@]([C@](CC[C@@H](O)C3)(C)[C@]3([H])[C@@H](O)[C@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC(NCC(O)=O)=O,2.3714999999999997
1465,1466,zhulab,101.21,C[C@H](CCC(NCC(O)=O)=O)[C@H]([C@]12C)CC[C@@]1([H])[C@]3([H])C(C[C@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC2=O)=O)=O,1.6868333333333332
1466,1467,zhulab,100.26,[H][C@@]12[C@]([C@](CC[C@@H](O)C3)(C)[C@]3([H])[C@@H](O)[C@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC(NCCS(=O)(O)=O)=O,1.671
1467,1468,zhulab,267.89,CC(=O)NCCCNCCCCN,4.464833333333333
1468,1469,zhulab,189.86,CC(=O)NCCCCNCCCNC(=O)C,3.1643333333333334
1470,1471,zhulab,82.97,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,1.3828333333333334
1473,1474,zhulab,70.58,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,1.1763333333333332
1474,1475,zhulab,101.3,CN1C=NC2=C1C(=O)NC(=N2)N,1.6883333333333332
1475,1476,zhulab,122.63,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,2.043833333333333
1476,1477,zhulab,201.6,C(CC(C(=O)O)O)CC(=O)O,3.36
1477,1478,zhulab,110.23,CC(=O)NC1=C(NC(=O)N(C1=O)C)N,1.8371666666666668
1478,1479,zhulab,171.43,C(CC(=O)O)C1C(=O)NC(=O)N1,2.8571666666666666
1479,1480,zhulab,96.47,C(CC(=O)C(=O)[O-])C[NH+]=C(N)N,1.6078333333333332
1480,1481,zhulab,109.16,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,1.8193333333333332
1481,1482,zhulab,96.61,C[C@@H](CO)C(=O)O,1.6101666666666667
1482,1483,zhulab,65.47,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,1.0911666666666666
1483,1484,zhulab,149.96,CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,2.4993333333333334
1484,1485,zhulab,173.58,CN1C=C(N=C1)CC(=O)O,2.8930000000000002
1485,1486,zhulab,197.54,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,3.292333333333333
1486,1487,zhulab,130.27,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.1711666666666667
1488,1489,zhulab,113.92,C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-],1.8986666666666667
1489,1490,zhulab,63.12,CCCCCC(CC(=O)O)O,1.052
1490,1491,zhulab,139.8,CC(C)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,2.33
1491,1492,zhulab,140.66,C1=CC(=CC=C1C(=O)NCC(=O)O)O,2.344333333333333
1492,1493,zhulab,135.84,C1=CC(=C(C(=C1)O)N)C(=O)NCC(=O)O,2.2640000000000002
1493,1494,zhulab,130.31,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,2.1718333333333333
1494,1495,zhulab,140.1,C1=CC(=CN=C1)C(=O)CCC(=O)O,2.335
1495,1496,zhulab,138.49,C[C@H](CC(=O)O)O,2.3081666666666667
1496,1497,zhulab,170.5,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OS(=O)(=O)O,2.841666666666667
1497,1498,zhulab,192.99,C(CCO)C[C@@H](C(=O)O)N,3.2165000000000004
1498,1499,zhulab,162.17,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,2.702833333333333
1499,1500,zhulab,152.47,CC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,2.541166666666667
1500,1501,zhulab,147.95,C/C=C(\C)/C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,2.4658333333333333
1501,1502,zhulab,180.05,C[C@@H](O)CC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C,3.0008333333333335
1502,1503,zhulab,132.74,CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,2.2123333333333335
1503,1504,zhulab,120.17,CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,2.0028333333333332
1504,1505,zhulab,112.11,CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,1.8685
1505,1506,zhulab,95.48,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1.5913333333333335
1506,1507,zhulab,128.84,CSCCC(NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(N)CC1=CC=C(O)C=C1)C(O)=O,2.1473333333333335
1507,1508,zhulab,125.54,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N,2.0923333333333334
1508,1509,zhulab,71.61,CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,1.1935
1509,1510,zhulab,116.69,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,1.9448333333333332
1510,1511,zhulab,172.99,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O,2.883166666666667
1511,1512,zhulab,172.48,CC(=O)NC1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1,2.8746666666666667
1513,1514,zhulab,184.79,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)[C@H](C)CCC(O)=O,3.079833333333333
1514,1515,zhulab,240.58,NC(CSC(=S)C(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)O,4.009666666666667
1515,1516,zhulab,184.51,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C([O-])=O,3.0751666666666666
1516,1517,zhulab,211.37,OC(=O)CC[C@H](NC=N)C(O)=O,3.5228333333333333
1518,1519,zhulab,196.12,CC(C)C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,3.268666666666667
1519,1520,zhulab,144.34,COC1=C(OS(O)(=O)=O)C=CC(CC(O)=O)=C1,2.405666666666667
1520,1521,zhulab,94.39,CC(C)C[C@H](N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,1.5731666666666666
1521,1522,zhulab,175.45,CS(=O)(=O)CC[C@H](N)C(O)=O,2.9241666666666664
1522,1523,zhulab,182.82,CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O,3.0469999999999997
1523,1524,zhulab,178.72,CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O,2.978666666666667
1524,1525,zhulab,88.02,C[C@H](O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,1.4669999999999999
1526,1527,zhulab,198.74,CN[C@@H](CCC(O)=O)C(O)=O,3.3123333333333336
1527,1528,zhulab,64.2,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,1.07
1528,1529,zhulab,128.61,CC1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1,2.1435000000000004
1529,1530,zhulab,80.18,N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,1.3363333333333334
1530,1531,zhulab,166.65,NC(CCCCN1C(CO)=CC=C1C=O)C(O)=O,2.7775000000000003
1531,1532,zhulab,85.83,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,1.4304999999999999
1532,1533,zhulab,188.37,CS(=O)CC(N)C(O)=O,3.1395
1535,1536,zhulab,148.73,CC(NC(=O)C(N)CC1=CC=C(O)C=C1)C(O)=O,2.478833333333333
1536,1537,zhulab,202.6,NC(CC1=CC=C(O)C=C1)C(=O)NC(CCC(O)=O)C(O)=O,3.3766666666666665
1537,1538,zhulab,68.98,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,1.1496666666666668
1539,1540,zhulab,208.67,CC(CC(=O)[O-])CC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.4778333333333333
1540,1541,zhulab,157.67,C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N,2.6278333333333332
1541,1542,zhulab,240.45,NC(CC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O,4.007499999999999
1542,1543,zhulab,112.84,CCCCCC=CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1.8806666666666667
1543,1544,zhulab,231.2,C(CC(=O)N[C@H](CO)C(=O)NCC(=O)O)[C@H](C(=O)O)N,3.853333333333333
1544,1545,zhulab,223.22,C[C@@H](O)[C@H](NC(CC[C@H](N)C(O)=O)=O)C(NCC(O)=O)=O,3.7203333333333335
1545,1546,zhulab,238.48,C(CC(=O)O)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,3.9746666666666663
1546,1547,zhulab,222.81,C(CC(=O)N[C@H](CS(=O)(=O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,3.7135000000000002
1547,1548,zhulab,237.82,C(CC(=O)N[C@@H](CS(=O)(=O)O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,3.9636666666666667
1548,1549,zhulab,113.5,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)CCC(=O)NCC(O)=O,1.8916666666666666
1549,1550,zhulab,155.6,NCC(O)=NC(CC1=CC=CC=C1)C(O)=O,2.5933333333333333
1550,1551,zhulab,175.37,CC(C)[C@@H](C(=O)O)NC(=O)CN,2.9228333333333336
1551,1552,zhulab,106.18,CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1.7696666666666667
1552,1553,zhulab,106.93,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,1.7821666666666667
1553,1554,zhulab,112.81,O[C@@H](COP(OCC[N+](C)(C)C)([O-])=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1.8801666666666668
1554,1555,zhulab,116.12,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1.9353333333333333
1555,1556,zhulab,102.36,CCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,1.706
1556,1557,zhulab,177.03,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)CO)O,2.9505
1557,1558,zhulab,96.56,N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,1.6093333333333333
1558,1559,zhulab,132.59,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)C)O,2.2098333333333335
1559,1560,zhulab,222.93,C1C[C@H](NC1)C(=O)N2C[C@@H](C[C@H]2C(=O)O)O,3.7155
1561,1562,zhulab,185.15,C[C@H](NC(=O)[C@@H](N)CO)C(O)=O,3.0858333333333334
1562,1563,zhulab,139.89,CCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,2.3314999999999997
1563,1564,zhulab,68.59,C1=CN=C(C=N1)CN,1.1431666666666667
1564,1565,zhulab,186.25,C[C@@H](C(=O)NCC(=O)O)N,3.1041666666666665
1565,1566,zhulab,206.24,C1=C(NC=N1)C[C@@H](C(=O)NCC(=O)O)N,3.4373333333333336
1566,1567,zhulab,199.27,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,3.321166666666667
1567,1568,zhulab,140.41,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=CC=C2)N)C(=O)O,2.3401666666666667
1569,1570,zhulab,122.63,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCNCC3)OC,2.043833333333333
